data;

param M := 60;
param G := 6;

# <id grupo> <valor>
param LIM_MIN :=
2 14 32.156
2 15 65.943
2 16 21.278
2 17 15.656
2 18 3.427
2 19 39.347
2 20 21.029
2 21 92.238
2 22 76.38
2 23 80.358
2 24 85.489
2 25 8.696
2 26 37.47
2 27 26.226
2 28 10.999
2 29 76.247
2 30 60.458
2 31 89.372
2 32 37.536
2 33 86.033
2 34 0.502
2 35 52.706
2 36 56.916
2 37 33.109
2 38 18.024
2 39 15.188
2 40 29.015
2 41 74.393
2 42 1.039
2 43 51.86
2 44 63.597
2 45 45.976
2 46 92.641
2 47 91.346
2 48 46.16
2 49 99.282
2 50 58.916
2 51 68.201
2 52 47.651
2 53 15.281
2 54 51.843
2 55 77.525
2 56 59.908
2 57 21.274
2 58 31.549
2 59 44.889
3 0 37.139
3 1 93.538
3 2 84.966
3 3 0
3 4 41.418
3 5 65.728
3 6 12.825
3 7 25.894
3 8 41.235
3 9 3.25
3 10 91.885
3 11 66.585
3 12 92.845
3 13 3.943
3 14 91.112
3 15 88.45
3 16 34.335
3 17 29.273
3 18 31.877
3 19 9.894
3 20 16.358
3 21 9.998
3 22 8.539
3 23 79.819
3 24 5.22
3 25 20.806
3 26 90.299
3 27 78.378
3 28 74.832
3 29 71.007
3 30 21.868
3 31 34.951
3 32 8.313
3 33 20.981
3 34 28.739
3 35 24.056
3 36 97.715
3 37 89.993
3 38 58.359
3 39 26.176
3 40 38.631
3 41 42.624
3 42 4.597
3 43 82.373
3 44 65.397
3 45 28.234
3 46 69.651
3 47 29.072
3 48 62.11
3 49 0.721
3 50 14.911
3 51 72.576
3 52 14.9
3 53 64.292
3 54 40.245
3 55 51.587
3 56 41.672
3 57 75.056
3 58 9.845
3 59 40.459
4 0 36.279
4 1 47.475
4 2 80.828
4 3 41.418
4 4 0
4 5 46.961
4 6 77.926
4 7 11.948
4 8 65.889
4 9 1.604
4 10 73.701
4 11 99.663
4 12 45.418
4 13 39.596
4 14 92.087
4 15 10.587
4 16 7.375
4 17 97.818
4 18 93.073
4 19 4.02
4 20 18.786
4 21 98.214
4 22 31.211
4 23 86.333
4 24 30.309
4 25 86.593
4 26 95.254
4 27 17.394
4 28 45.381
4 29 97.366
4 30 78.996
4 31 3.952
4 32 34.533
4 33 9.352
4 34 48.289
4 35 89.493
4 36 45.244
4 37 94.203
4 38 43.89
4 39 44.32
4 40 2.704
4 41 36.064
4 42 0.146
4 43 44.463
4 44 57.497
4 45 18.722
4 46 65.459
4 47 3.531
4 48 12.517
4 49 34.857
4 50 82.064
4 51 87.718
4 52 53.284
4 53 70.877
4 54 19.876
4 55 0.913
4 56 13.365
4 57 60.403
4 58 61.968
4 59 74.235
5 0 12.359
5 1 92.747
5 2 68.663
5 3 65.728
5 4 46.961
5 5 0
5 6 29.76
5 7 79.64
5 8 7.708
5 9 32.297
5 10 81.873
5 11 78.663
5 12 93.68
5 13 37.123
5 14 62.055
5 15 4.078
5 16 32.205
5 17 29.859
5 18 95.793
5 19 70.572
5 20 32.603
5 21 0.318
5 22 15.187
5 23 81.534
5 24 1.319
5 25 14.857
5 26 90.679
5 27 82.237
5 28 13.602
5 29 24.204
5 30 42.875
5 31 52.99
5 32 11.621
5 33 54.607
5 34 88.814
5 35 14.229
5 36 11.773
5 37 58.014
5 38 25.194
5 39 20.68
5 40 97.344
5 41 60.01
5 42 14.834
5 43 67.542
5 44 31.81
5 45 97.822
5 46 22.033
5 47 18.043
5 48 52.749
5 49 84.968
5 50 37.517
5 51 88.807
5 52 96.666
5 53 73.964
5 54 44.314
5 55 97.091
5 56 61.01
5 57 14.015
5 58 2.159
5 59 82.331
6 0 68.397
6 1 38.897
6 2 15.366
6 3 12.825
6 4 77.926
6 5 29.76
6 6 0
6 7 31.216
6 8 16.707
6 9 69.912
6 10 63.263
6 11 87.835
6 12 49.483
6 13 43.03
6 14 81.541
6 15 61.633
6 16 74.004
6 17 56.238
6 18 12.852
6 19 23.01
6 20 34.551
6 21 90.332
6 22 97.411
6 23 76.155
6 24 80.157
6 25 26.444
6 26 53.08
6 27 78.078
6 28 73.481
6 29 11.12
6 30 86.454
6 31 17.976
6 32 99.217
6 33 31.181
6 34 9.899
6 35 73.362
6 36 35.388
6 37 48.654
6 38 5.85
6 39 5.951
6 40 91.948
6 41 12.895
6 42 53.591
6 43 72.523
6 44 52.859
6 45 49.613
6 46 48.293
6 47 3.803
6 48 80.191
6 49 24.581
6 50 97.259
6 51 47.856
6 52 51.76
6 53 93.64
6 54 74.138
6 55 83.571
6 56 7.442
6 57 79.974
6 58 48.27
6 59 84.546
7 0 25.879
7 1 25.987
7 2 7.549
7 3 25.894
7 4 11.948
7 5 79.64
7 6 31.216
7 7 0
7 8 73.549
7 9 64.659
7 10 83.415
7 11 53.964
7 12 19.486
7 13 37.121
7 14 17.741
7 15 57.064
7 16 76.435
7 17 28.436
7 18 95.305
7 19 49.349
7 20 13.903
7 21 42.274
7 22 18.138
7 23 35.914
7 24 26.697
7 25 5.81
7 26 27.634
7 27 0.069
7 28 32.291
7 29 86.087
7 30 4.076
7 31 7.945
7 32 16.5
7 33 56.071
7 34 93.989
7 35 29.789
7 36 94.01
7 37 49.036
7 38 36.381
7 39 18.415
7 40 69.54
7 41 9.931
7 42 61.012
7 43 50.581
7 44 95.298
7 45 38.045
7 46 74.515
7 47 68.019
7 48 20.835
7 49 16.529
7 50 33.46
7 51 51.447
7 52 22.577
7 53 41.247
7 54 27.421
7 55 23.08
7 56 81.994
7 57 93.944
7 58 59.612
7 59 0.985
8 0 81.329
8 1 30.696
8 2 75.555
8 3 41.235
8 4 65.889
8 5 7.708
8 6 16.707
8 7 73.549
8 8 0
8 9 53.77
8 10 52.853
8 11 17.879
8 12 22.116
8 13 28.302
8 14 97.654
8 15 74.592
8 16 9.896
8 17 46.478
8 18 45.064
8 19 40.446
8 20 86.969
8 21 68.932
8 22 46.394
8 23 24.196
8 24 24.042
8 25 36.816
8 26 88.998
8 27 18.06
8 28 71.714
8 29 86.63
8 30 69.881
8 31 36.793
8 32 43.758
8 33 97.77
8 34 51.563
8 35 87.386
8 36 7.546
8 37 58.181
8 38 67.842
8 39 35.883
8 40 90.112
8 41 30.867
8 42 20.258
8 43 67.979
8 44 26.844
8 45 92.007
8 46 94.802
8 47 10.887
8 48 63.827
8 49 90.022
8 50 32.821
8 51 95.348
8 52 74.625
8 53 44.207
8 54 10.096
8 55 88.754
8 56 67.564
8 57 61.358
8 58 13.704
8 59 22.993
9 0 50.163
9 1 93.512
9 2 77.902
9 3 3.25
9 4 1.604
9 5 32.297
9 6 69.912
9 7 64.659
9 8 53.77
9 9 0
9 10 40.58
9 11 99.373
9 12 57.545
9 13 73.948
9 14 87.261
9 15 47.85
9 16 44.321
9 17 23.498
9 18 69.902
9 19 27.514
9 20 64.256
9 21 49.416
9 22 53.255
9 23 32.61
9 24 19.012
9 25 43.755
9 26 36.106
9 27 53.415
9 28 72.997
9 29 56.088
9 30 26.855
9 31 19.645
9 32 63.692
9 33 94.401
9 34 84.052
9 35 99.744
9 36 47.601
9 37 93.514
9 38 83.1
9 39 75.916
9 40 19.121
9 41 78.535
9 42 76.357
9 43 90.269
9 44 15.848
9 45 9.196
9 46 85.392
9 47 23.52
9 48 15.77
9 49 89.815
9 50 1.419
9 51 24.473
9 52 39.292
9 53 69.201
9 54 72.704
9 55 55.835
9 56 92.207
9 57 34.983
9 58 26.244
9 59 59.924
10 0 58.141
10 1 62.009
10 2 77.775
10 3 91.885
10 4 73.701
10 5 81.873
10 6 63.263
10 7 83.415
10 8 52.853
10 9 40.58
10 10 0
10 11 24.461
10 12 27.636
10 13 5.074
10 14 76.444
10 15 33.991
10 16 60.931
10 17 2.277
10 18 63.719
10 19 14.913
10 20 37.556
10 21 38.085
10 22 84.678
10 23 34.991
10 24 91.351
10 25 57.454
10 26 19.325
10 27 28.575
10 28 70.89
10 29 22.028
10 30 56.59
10 31 8.113
10 32 3.076
10 33 32.663
10 34 0.15
10 35 29.835
10 36 39.959
10 37 46.469
10 38 95.209
10 39 97.371
10 40 97.17
10 41 45.827
10 42 46.181
10 43 50.832
10 44 38.161
10 45 75.893
10 46 48.881
10 47 68.261
10 48 44.86
10 49 91.804
10 50 4.994
10 51 1.405
10 52 42.416
10 53 47.165
10 54 21.542
10 55 78.388
10 56 13.375
10 57 11.316
10 58 23.486
10 59 32.137
11 0 14.645
11 1 86.781
11 2 11.924
11 3 66.585
11 4 99.663
11 5 78.663
11 6 87.835
11 7 53.964
11 8 17.879
11 9 99.373
11 10 24.461
11 11 0
11 12 44.924
11 13 24.48
11 14 23.742
11 15 55.306
11 16 1.782
11 17 87.104
11 18 1.651
11 19 39.973
11 20 6.842
11 21 32.519
11 22 38.246
11 23 33.514
11 24 41.886
11 25 50.516
11 26 44.721
11 27 30.84
11 28 51.435
11 29 13.519
11 30 99.053
11 31 27.571
11 32 44.286
11 33 6.725
11 34 75.012
11 35 78.739
11 36 39.293
11 37 78.943
11 38 7.645
11 39 43.273
11 40 94.645
11 41 11.785
11 42 89.787
11 43 45.752
11 44 93.188
11 45 51.475
11 46 35.305
11 47 53.859
11 48 30.274
11 49 59.733
11 50 76.482
11 51 52.428
11 52 65.149
11 53 18.024
11 54 85.33
11 55 93.183
11 56 52.096
11 57 62.927
11 58 21.614
11 59 12.984
12 0 53.871
12 1 69.579
12 2 55.886
12 3 92.845
12 4 45.418
12 5 93.68
12 6 49.483
12 7 19.486
12 8 22.116
12 9 57.545
12 10 27.636
12 11 44.924
12 12 0
12 13 63.33
12 14 39.449
12 15 13.962
12 16 42.819
12 17 52.067
12 18 33.833
12 19 74.697
12 20 74.798
12 21 81.257
12 22 87.713
12 23 33.872
12 24 15.04
12 25 61.134
12 26 1.465
12 27 53.495
12 28 26.619
12 29 97.025
12 30 6.152
12 31 49.022
12 32 58.634
12 33 47.821
12 34 20.674
12 35 1.953
12 36 64.974
12 37 35.024
12 38 13.588
12 39 94.732
12 40 39.511
12 41 22.491
12 42 57.491
12 43 37.109
12 44 33.207
12 45 7.775
12 46 97.959
12 47 81.784
12 48 73.036
12 49 27.4
12 50 58.736
12 51 46.34
12 52 72.609
12 53 80.457
12 54 70.199
12 55 68.383
12 56 10.072
12 57 17.586
12 58 39.085
12 59 21.254
13 0 91.866
13 1 66.291
13 2 0.681
13 3 3.943
13 4 39.596
13 5 37.123
13 6 43.03
13 7 37.121
13 8 28.302
13 9 73.948
13 10 5.074
13 11 24.48
13 12 63.33
13 13 0
13 14 50.093
13 15 25.691
13 16 74.044
13 17 8.817
13 18 3.653
13 19 62.697
13 20 43.797
13 21 39.566
13 22 51.871
13 23 61.17
13 24 72.49
13 25 52.629
13 26 8.265
13 27 24.822
13 28 70.323
13 29 31.279
13 30 57.571
13 31 87.715
13 32 56.588
13 33 93.136
13 34 88.681
13 35 92.408
13 36 56.971
13 37 90.501
13 38 34.267
13 39 70.326
13 40 47.296
13 41 89.129
13 42 40.288
13 43 75.341
13 44 71.858
13 45 19.226
13 46 14.863
13 47 29.806
13 48 86.07
13 49 8.57
13 50 47.889
13 51 91.265
13 52 60.333
13 53 14.41
13 54 50.284
13 55 37.552
13 56 34.922
13 57 68.125
13 58 34.905
13 59 98.228
14 0 46.805
14 1 95.192
14 2 32.156
14 3 91.112
14 4 92.087
14 5 62.055
14 6 81.541
14 7 17.741
14 8 97.654
14 9 87.261
14 10 76.444
14 11 23.742
14 12 39.449
14 13 50.093
14 14 0
14 15 34.08
14 16 34.665
14 17 49.933
14 18 31.065
14 19 31.63
14 20 67.35
14 21 79.945
14 22 53.716
14 23 10.114
14 24 7.899
14 25 49.865
14 26 92.788
14 27 70.802
14 28 41.373
14 29 2.695
14 30 5.172
14 31 32.853
14 32 66.241
14 33 73.124
14 34 59.82
14 35 6.519
14 36 80.883
14 37 46.075
14 38 42.061
14 39 37.484
14 40 19.559
14 41 71.712
14 42 57.106
14 43 97.229
14 44 93.272
14 45 6.623
14 46 64.575
14 47 37.829
14 48 3.92
14 49 64.624
14 50 71.669
14 51 38.62
14 52 3.741
14 53 90.051
14 54 49.04
14 55 46.899
14 56 66.311
14 57 11.416
14 58 10.468
14 59 55.166
15 0 13.646
15 1 14.509
15 2 65.943
15 3 88.45
15 4 10.587
15 5 4.078
15 6 61.633
15 7 57.064
15 8 74.592
15 9 47.85
15 10 33.991
15 11 55.306
15 12 13.962
15 13 25.691
15 14 34.08
15 15 0
15 16 20.208
15 17 93.939
15 18 15.118
15 19 63.348
15 20 71.939
15 21 85.758
15 22 9.462
15 23 46.046
15 24 10.848
15 25 44.502
15 26 24.873
15 27 82.04
15 28 45.462
15 29 38.415
15 30 86.446
15 31 6.142
15 32 68.086
15 33 39.405
15 34 68.781
15 35 11.906
15 36 82.457
15 37 64.118
15 38 55.255
15 39 67.824
15 40 57.873
15 41 73.557
15 42 18.76
15 43 9.323
15 44 92.459
15 45 11.781
15 46 43.895
15 47 34.215
15 48 78.079
15 49 49.854
15 50 53.311
15 51 60.203
15 52 59.913
15 53 2.505
15 54 84.199
15 55 99.65
15 56 74.822
15 57 1.817
15 58 84.824
15 59 68.99
16 0 16.967
16 1 90.768
16 2 21.278
16 3 34.335
16 4 7.375
16 5 32.205
16 6 74.004
16 7 76.435
16 8 9.896
16 9 44.321
16 10 60.931
16 11 1.782
16 12 42.819
16 13 74.044
16 14 34.665
16 15 20.208
16 16 0
16 17 34.343
16 18 44.835
16 19 65.57
16 20 78.022
16 21 90.569
16 22 80.074
16 23 44.151
16 24 37.78
16 25 86.087
16 26 61.715
16 27 70.396
16 28 84.727
16 29 42.835
16 30 79.653
16 31 2.512
16 32 43.77
16 33 88.914
16 34 68.593
16 35 33.712
16 36 42.902
16 37 57.3
16 38 10.018
16 39 35.812
16 40 48.217
16 41 15.857
16 42 67.141
16 43 94.697
16 44 9.673
16 45 4.19
16 46 34.829
16 47 61.453
16 48 95.135
16 49 59.591
16 50 44.029
16 51 32.568
16 52 43.097
16 53 11.727
16 54 33.347
16 55 2.71
16 56 82.921
16 57 13.67
16 58 89.212
16 59 4.462
17 0 33.48
17 1 53.708
17 2 15.656
17 3 29.273
17 4 97.818
17 5 29.859
17 6 56.238
17 7 28.436
17 8 46.478
17 9 23.498
17 10 2.277
17 11 87.104
17 12 52.067
17 13 8.817
17 14 49.933
17 15 93.939
17 16 34.343
17 17 0
17 18 55.519
17 19 55.503
17 20 60.463
17 21 60.762
17 22 17.114
17 23 75.982
17 24 73.185
17 25 27.881
17 26 24.037
17 27 47.575
17 28 7.297
17 29 99.443
17 30 77.491
17 31 60.708
17 32 47.654
17 33 75.272
17 34 53.778
17 35 74.139
17 36 89.305
17 37 72.801
17 38 57.703
17 39 30.154
17 40 59.088
17 41 73.326
17 42 14.697
17 43 55.593
17 44 13.878
17 45 50.534
17 46 60.657
17 47 82.757
17 48 89.582
17 49 24.583
17 50 97.589
17 51 27.818
17 52 4.35
17 53 21.393
17 54 57.839
17 55 58.604
17 56 64.514
17 57 93.894
17 58 60.032
17 59 68.517
18 0 53.423
18 1 90.142
18 2 3.427
18 3 31.877
18 4 93.073
18 5 95.793
18 6 12.852
18 7 95.305
18 8 45.064
18 9 69.902
18 10 63.719
18 11 1.651
18 12 33.833
18 13 3.653
18 14 31.065
18 15 15.118
18 16 44.835
18 17 55.519
18 18 0
18 19 82.399
18 20 79.617
18 21 45.797
18 22 48.789
18 23 91.42
18 24 27.351
18 25 57.947
18 26 17.428
18 27 35.775
18 28 24.488
18 29 57.962
18 30 19.938
18 31 19.565
18 32 96.239
18 33 83.495
18 34 64.239
18 35 23.317
18 36 28.082
18 37 15.039
18 38 90.232
18 39 34.647
18 40 83.598
18 41 55.005
18 42 3.046
18 43 94.209
18 44 51.285
18 45 22.149
18 46 18.249
18 47 28.087
18 48 55.973
18 49 29.632
18 50 77.168
18 51 23.425
18 52 13.17
18 53 45.934
18 54 90.958
18 55 5.375
18 56 87.931
18 57 34.46
18 58 63.154
18 59 90.327
19 0 43.198
19 1 53.631
19 2 39.347
19 3 9.894
19 4 4.02
19 5 70.572
19 6 23.01
19 7 49.349
19 8 40.446
19 9 27.514
19 10 14.913
19 11 39.973
19 12 74.697
19 13 62.697
19 14 31.63
19 15 63.348
19 16 65.57
19 17 55.503
19 18 82.399
19 19 0
19 20 43.799
19 21 29.831
19 22 22.199
19 23 22.903
19 24 31.913
19 25 36.747
19 26 67.806
19 27 52.355
19 28 75.526
19 29 30.709
19 30 97.962
19 31 67.754
19 32 51.02
19 33 99.009
19 34 37.058
19 35 90.774
19 36 52.896
19 37 85.083
19 38 29.808
19 39 19.888
19 40 57.284
19 41 89.659
19 42 0.518
19 43 30.421
19 44 66.197
19 45 38.098
19 46 2.751
19 47 61.198
19 48 23.028
19 49 44.892
19 50 0.522
19 51 60.415
19 52 38.763
19 53 93.496
19 54 28.937
19 55 20.859
19 56 57.874
19 57 2.526
19 58 79.514
19 59 7.778
20 0 82.211
20 1 15.459
20 2 21.029
20 3 16.358
20 4 18.786
20 5 32.603
20 6 34.551
20 7 13.903
20 8 86.969
20 9 64.256
20 10 37.556
20 11 6.842
20 12 74.798
20 13 43.797
20 14 67.35
20 15 71.939
20 16 78.022
20 17 60.463
20 18 79.617
20 19 43.799
20 20 0
20 21 23.089
20 22 67.756
20 23 43.436
20 24 71.453
20 25 68.989
20 26 53.503
20 27 24.59
20 28 40.917
20 29 85.846
20 30 56.627
20 31 3.487
20 32 15.303
20 33 47.14
20 34 81.749
20 35 93.025
20 36 4.925
20 37 86.877
20 38 47.241
20 39 77.523
20 40 25.48
20 41 46.143
20 42 88.094
20 43 67.619
20 44 15.655
20 45 82.236
20 46 34.022
20 47 35.29
20 48 30.928
20 49 48.274
20 50 18.962
20 51 15.687
20 52 64.516
20 53 6.368
20 54 21.584
20 55 75.413
20 56 60.172
20 57 33.228
20 58 45.537
20 59 50.517
21 0 95.779
21 1 6.727
21 2 92.238
21 3 9.998
21 4 98.214
21 5 0.318
21 6 90.332
21 7 42.274
21 8 68.932
21 9 49.416
21 10 38.085
21 11 32.519
21 12 81.257
21 13 39.566
21 14 79.945
21 15 85.758
21 16 90.569
21 17 60.762
21 18 45.797
21 19 29.831
21 20 23.089
21 21 0
21 22 10.948
21 23 13.501
21 24 22.827
21 25 51.708
21 26 83.045
21 27 93.21
21 28 64.089
21 29 19.132
21 30 64.521
21 31 83.313
21 32 85.434
21 33 84.597
21 34 14.902
21 35 61.715
21 36 13.186
21 37 65.179
21 38 83.625
21 39 20.984
21 40 4.967
21 41 68.932
21 42 72.773
21 43 48.599
21 44 28.484
21 45 40.772
21 46 42.695
21 47 6.677
21 48 7.775
21 49 14.565
21 50 97.892
21 51 99.004
21 52 80.797
21 53 66.125
21 54 44.916
21 55 74.548
21 56 11.907
21 57 80.993
21 58 84.08
21 59 18.723
22 0 33.214
22 1 72.284
22 2 76.38
22 3 8.539
22 4 31.211
22 5 15.187
22 6 97.411
22 7 18.138
22 8 46.394
22 9 53.255
22 10 84.678
22 11 38.246
22 12 87.713
22 13 51.871
22 14 53.716
22 15 9.462
22 16 80.074
22 17 17.114
22 18 48.789
22 19 22.199
22 20 67.756
22 21 10.948
22 22 0
22 23 68.154
22 24 60.793
22 25 82.389
22 26 26.359
22 27 99.233
22 28 92.407
22 29 76.414
22 30 33.575
22 31 57.543
22 32 95.352
22 33 70.672
22 34 9.766
22 35 56.994
22 36 44.463
22 37 29.646
22 38 75.376
22 39 97.051
22 40 37.354
22 41 9.685
22 42 16.368
22 43 71.95
22 44 39.124
22 45 40.821
22 46 12.082
22 47 44.094
22 48 90.375
22 49 47.912
22 50 79.583
22 51 85.373
22 52 8.87
22 53 95.554
22 54 64.681
22 55 80.45
22 56 49.985
22 57 51.855
22 58 77.451
22 59 42.042
23 0 55.941
23 1 19.747
23 2 80.358
23 3 79.819
23 4 86.333
23 5 81.534
23 6 76.155
23 7 35.914
23 8 24.196
23 9 32.61
23 10 34.991
23 11 33.514
23 12 33.872
23 13 61.17
23 14 10.114
23 15 46.046
23 16 44.151
23 17 75.982
23 18 91.42
23 19 22.903
23 20 43.436
23 21 13.501
23 22 68.154
23 23 0
23 24 16.64
23 25 92.405
23 26 78.41
23 27 9.785
23 28 25.479
23 29 7.704
23 30 70.412
23 31 91.484
23 32 42.807
23 33 34.817
23 34 40.879
23 35 58.397
23 36 1.184
23 37 7.156
23 38 29.171
23 39 24.634
23 40 95.521
23 41 5.076
23 42 64.681
23 43 24.854
23 44 36.175
23 45 94.365
23 46 32.694
23 47 54.136
23 48 5.757
23 49 59.72
23 50 77.058
23 51 49.247
23 52 26.231
23 53 75.944
23 54 41.443
23 55 71.474
23 56 93.387
23 57 10.882
23 58 84.214
23 59 97.764
24 0 39.495
24 1 62.286
24 2 85.489
24 3 5.22
24 4 30.309
24 5 1.319
24 6 80.157
24 7 26.697
24 8 24.042
24 9 19.012
24 10 91.351
24 11 41.886
24 12 15.04
24 13 72.49
24 14 7.899
24 15 10.848
24 16 37.78
24 17 73.185
24 18 27.351
24 19 31.913
24 20 71.453
24 21 22.827
24 22 60.793
24 23 16.64
24 24 0
24 25 76.856
24 26 20.997
24 27 75.909
24 28 39.154
24 29 15.605
24 30 83.001
24 31 2.839
24 32 83.266
24 33 61.19
24 34 3.124
24 35 55.522
24 36 1.12
24 37 34.038
24 38 59.35
24 39 76.436
24 40 67.601
24 41 61.653
24 42 61.347
24 43 78.037
24 44 19.618
24 45 61.866
24 46 57.857
24 47 19.016
24 48 16.323
24 49 19.122
24 50 81.926
24 51 44.439
24 52 71.715
24 53 77.279
24 54 0.649
24 55 53.749
24 56 1.55
24 57 38.505
24 58 27.996
24 59 59.479
25 0 27.543
25 1 42.965
25 2 8.696
25 3 20.806
25 4 86.593
25 5 14.857
25 6 26.444
25 7 5.81
25 8 36.816
25 9 43.755
25 10 57.454
25 11 50.516
25 12 61.134
25 13 52.629
25 14 49.865
25 15 44.502
25 16 86.087
25 17 27.881
25 18 57.947
25 19 36.747
25 20 68.989
25 21 51.708
25 22 82.389
25 23 92.405
25 24 76.856
25 25 0
25 26 63.663
25 27 14.609
25 28 66.778
25 29 39.146
25 30 73.65
25 31 24.502
25 32 69.004
25 33 62.898
25 34 46.329
25 35 69.447
25 36 42.596
25 37 0.349
25 38 47.451
25 39 46.419
25 40 86.874
25 41 71.424
25 42 39.871
25 43 79.09
25 44 9.206
25 45 8.102
25 46 73.694
25 47 55.832
25 48 60.872
25 49 36.621
25 50 0.889
25 51 64.639
25 52 31.475
25 53 72.998
25 54 91.427
25 55 5.945
25 56 58.111
25 57 48.668
25 58 90.231
25 59 46.079
26 0 68.905
26 1 2.206
26 2 37.47
26 3 90.299
26 4 95.254
26 5 90.679
26 6 53.08
26 7 27.634
26 8 88.998
26 9 36.106
26 10 19.325
26 11 44.721
26 12 1.465
26 13 8.265
26 14 92.788
26 15 24.873
26 16 61.715
26 17 24.037
26 18 17.428
26 19 67.806
26 20 53.503
26 21 83.045
26 22 26.359
26 23 78.41
26 24 20.997
26 25 63.663
26 26 0
26 27 38.027
26 28 47.561
26 29 82.03
26 30 46.468
26 31 81.66
26 32 41.145
26 33 24.677
26 34 66.654
26 35 6.697
26 36 53.75
26 37 70.598
26 38 92.842
26 39 53.203
26 40 76.9
26 41 20.686
26 42 87.901
26 43 94.887
26 44 78.465
26 45 45.363
26 46 93.638
26 47 32.203
26 48 20.082
26 49 63.419
26 50 41.623
26 51 79.276
26 52 4.627
26 53 90.87
26 54 44.96
26 55 98.521
26 56 24.42
26 57 59.249
26 58 50.173
26 59 94.342
27 0 6.404
27 1 23.468
27 2 26.226
27 3 78.378
27 4 17.394
27 5 82.237
27 6 78.078
27 7 0.069
27 8 18.06
27 9 53.415
27 10 28.575
27 11 30.84
27 12 53.495
27 13 24.822
27 14 70.802
27 15 82.04
27 16 70.396
27 17 47.575
27 18 35.775
27 19 52.355
27 20 24.59
27 21 93.21
27 22 99.233
27 23 9.785
27 24 75.909
27 25 14.609
27 26 38.027
27 27 0
27 28 70.419
27 29 55.609
27 30 25.676
27 31 50.456
27 32 92.815
27 33 54.938
27 34 51.35
27 35 84.145
27 36 74.253
27 37 99.801
27 38 52.315
27 39 95.136
27 40 88.33
27 41 31.707
27 42 89.245
27 43 6.829
27 44 68.055
27 45 94.048
27 46 77.445
27 47 33.239
27 48 1.663
27 49 7.394
27 50 57.362
27 51 56.289
27 52 6.438
27 53 64.544
27 54 80.37
27 55 64.977
27 56 5.164
27 57 4.894
27 58 5.347
27 59 90.468
28 0 3.044
28 1 99.736
28 2 10.999
28 3 74.832
28 4 45.381
28 5 13.602
28 6 73.481
28 7 32.291
28 8 71.714
28 9 72.997
28 10 70.89
28 11 51.435
28 12 26.619
28 13 70.323
28 14 41.373
28 15 45.462
28 16 84.727
28 17 7.297
28 18 24.488
28 19 75.526
28 20 40.917
28 21 64.089
28 22 92.407
28 23 25.479
28 24 39.154
28 25 66.778
28 26 47.561
28 27 70.419
28 28 0
28 29 44.339
28 30 5.557
28 31 23.974
28 32 69.307
28 33 48.491
28 34 70.103
28 35 45.648
28 36 80.716
28 37 0.713
28 38 4.874
28 39 76.525
28 40 33.32
28 41 75.978
28 42 47.548
28 43 21.436
28 44 21.695
28 45 30.837
28 46 52.926
28 47 22.296
28 48 33.753
28 49 70.778
28 50 46.926
28 51 22.114
