data;

param M := 60;
param G := 6;


# <id grupo> <valor>
param LIM_MIN :=
2 14 185.879
2 15 171.645
2 16 174.812
2 17 178.857
2 18 133.314
2 19 207.288
2 20 199.754
2 21 183.182
2 22 181.352
2 23 145.755
2 24 207.091
2 25 189.475
2 26 180.283
2 27 168.862
2 28 155.203
2 29 209.391
2 30 173.614
2 31 186.512
2 32 203.815
2 33 149.573
2 34 204.866
2 35 149.143
2 36 136.954
2 37 207.212
2 38 142.229
2 39 169.025
2 40 185.58
2 41 155.581
2 42 160.743
2 43 198.44
2 44 187.528
2 45 142.357
2 46 176.489
2 47 209.258
2 48 183.106
2 49 205.214
2 50 166.935
2 51 150.559
2 52 150.306
2 53 153.385
2 54 131.042
2 55 134.861
2 56 132.95
2 57 107.496
2 58 174.654
2 59 138.015
3 0 202.183
3 1 185.706
3 2 219.121
3 3 0
3 4 217.629
3 5 225.478
3 6 149.01
3 7 166.742
3 8 164.646
3 9 164.301
3 10 180.027
3 11 148.685
3 12 163.83
3 13 189.837
3 14 151.583
3 15 175.058
3 16 188.396
3 17 131.51
3 18 155.052
3 19 184.402
3 20 186.757
3 21 161.535
3 22 193.067
3 23 172.289
3 24 162.567
3 25 165.303
3 26 176.517
3 27 170.608
3 28 194.106
3 29 165.508
3 30 185.181
3 31 182.103
3 32 182.156
3 33 181.882
3 34 159.13
3 35 178.064
3 36 142.235
3 37 143.195
3 38 229.117
3 39 171.594
3 40 135.663
3 41 224.166
3 42 154.77
3 43 159.815
3 44 158.353
3 45 161.333
3 46 158.171
3 47 118.741
3 48 141.954
3 49 187.078
3 50 174.977
3 51 195.431
3 52 147.272
3 53 189.407
3 54 200.248
3 55 162.111
3 56 179.061
3 57 216.757
3 58 179.0
3 59 187.584
4 0 122.271
4 1 171.38
4 2 152.809
4 3 217.629
4 4 0
4 5 148.62
4 6 147.996
4 7 164.726
4 8 180.412
4 9 136.012
4 10 188.709
4 11 175.865
4 12 171.695
4 13 150.22
4 14 164.497
4 15 169.847
4 16 179.688
4 17 204.861
4 18 158.923
4 19 160.734
4 20 157.72
4 21 151.47
4 22 181.945
4 23 150.766
4 24 161.175
4 25 148.806
4 26 163.257
4 27 171.11
4 28 155.581
4 29 188.116
4 30 166.004
4 31 183.138
4 32 169.811
4 33 163.286
4 34 184.369
4 35 159.409
4 36 143.595
4 37 183.755
4 38 164.458
4 39 151.998
4 40 184.633
4 41 164.785
4 42 185.942
4 43 154.768
4 44 166.277
4 45 162.85
4 46 165.613
4 47 195.974
4 48 163.75
4 49 152.463
4 50 189.908
4 51 151.878
4 52 159.817
4 53 169.512
4 54 147.787
4 55 164.798
4 56 115.263
4 57 172.116
4 58 140.773
4 59 186.788
5 0 179.796
5 1 177.429
5 2 178.421
5 3 225.478
5 4 148.62
5 5 0
5 6 181.605
5 7 201.942
5 8 187.097
5 9 189.398
5 10 166.434
5 11 164.829
5 12 217.987
5 13 167.699
5 14 187.42
5 15 170.546
5 16 184.961
5 17 201.254
5 18 158.151
5 19 139.271
5 20 122.52
5 21 184.655
5 22 180.67
5 23 214.837
5 24 194.232
5 25 167.006
5 26 139.159
5 27 190.677
5 28 191.066
5 29 177.092
5 30 139.885
5 31 184.938
5 32 190.132
5 33 186.685
5 34 207.719
5 35 181.2
5 36 168.108
5 37 206.985
5 38 145.139
5 39 141.441
5 40 203.828
5 41 142.155
5 42 193.415
5 43 187.367
5 44 167.851
5 45 171.013
5 46 168.633
5 47 189.977
5 48 170.738
5 49 157.278
5 50 161.242
5 51 132.858
5 52 173.225
5 53 213.631
5 54 188.389
5 55 195.022
5 56 159.669
5 57 202.728
5 58 176.915
5 59 156.624
6 0 168.364
6 1 177.465
6 2 167.284
6 3 149.01
6 4 147.996
6 5 181.605
6 6 0
6 7 171.68
6 8 149.64
6 9 120.551
6 10 181.102
6 11 156.845
6 12 178.245
6 13 144.158
6 14 185.218
6 15 203.893
6 16 152.463
6 17 173.03
6 18 155.483
6 19 166.04
6 20 153.166
6 21 128.732
6 22 165.29
6 23 158.697
6 24 139.936
6 25 164.424
6 26 136.259
6 27 169.727
6 28 179.097
6 29 136.631
6 30 162.381
6 31 161.208
6 32 203.239
6 33 181.083
6 34 158.457
6 35 143.965
6 36 130.272
6 37 168.946
6 38 192.615
6 39 160.248
6 40 145.105
6 41 212.385
6 42 146.315
6 43 146.019
6 44 159.544
6 45 169.276
6 46 155.128
6 47 155.76
6 48 137.384
6 49 205.6
6 50 160.862
6 51 187.048
6 52 154.12
6 53 136.465
6 54 125.581
6 55 134.812
6 56 109.528
6 57 187.029
6 58 175.199
6 59 171.368
7 0 129.859
7 1 172.729
7 2 172.43
7 3 166.742
7 4 164.726
7 5 201.942
7 6 171.68
7 7 0
7 8 128.168
7 9 154.595
7 10 182.177
7 11 158.946
7 12 126.852
7 13 166.073
7 14 96.056
7 15 181.324
7 16 188.151
7 17 144.256
7 18 152.818
7 19 158.078
7 20 152.85
7 21 154.76
7 22 165.305
7 23 144.385
7 24 181.262
7 25 124.877
7 26 168.032
7 27 176.487
7 28 173.167
7 29 164.305
7 30 172.186
7 31 189.928
7 32 208.996
7 33 171.826
7 34 162.957
7 35 140.438
7 36 113.923
7 37 171.672
7 38 171.368
7 39 166.722
7 40 175.796
7 41 171.148
7 42 120.968
7 43 172.17
7 44 163.475
7 45 135.108
7 46 140.132
7 47 128.456
7 48 131.733
7 49 159.311
7 50 206.981
7 51 147.489
7 52 142.742
7 53 154.923
7 54 172.729
7 55 134.115
7 56 145.484
7 57 179.54
7 58 138.85
7 59 196.67
8 0 149.001
8 1 178.115
8 2 210.358
8 3 164.646
8 4 180.412
8 5 187.097
8 6 149.64
8 7 128.168
8 8 0
8 9 156.015
8 10 180.188
8 11 163.634
8 12 147.205
8 13 164.737
8 14 153.33
8 15 194.215
8 16 182.335
8 17 168.92
8 18 148.873
8 19 149.863
8 20 144.425
8 21 154.71
8 22 154.486
8 23 193.388
8 24 165.017
8 25 146.918
8 26 129.932
8 27 186.961
8 28 174.61
8 29 133.325
8 30 180.698
8 31 184.728
8 32 207.909
8 33 191.962
8 34 199.09
8 35 170.73
8 36 141.831
8 37 171.701
8 38 188.004
8 39 161.004
8 40 172.467
8 41 207.813
8 42 126.832
8 43 171.237
8 44 179.288
8 45 175.416
8 46 178.833
8 47 149.809
8 48 166.918
8 49 175.184
8 50 197.181
8 51 181.503
8 52 178.496
8 53 148.238
8 54 163.487
8 55 147.171
8 56 161.504
8 57 221.184
8 58 147.658
8 59 210.735
9 0 169.153
9 1 198.552
9 2 169.708
9 3 164.301
9 4 136.012
9 5 189.398
9 6 120.551
9 7 154.595
9 8 156.015
9 9 0
9 10 177.123
9 11 163.205
9 12 149.296
9 13 151.432
9 14 134.626
9 15 190.102
9 16 139.542
9 17 161.89
9 18 153.553
9 19 174.146
9 20 178.754
9 21 123.09
9 22 144.083
9 23 157.595
9 24 159.609
9 25 173.518
9 26 143.588
9 27 164.632
9 28 194.563
9 29 164.05
9 30 167.084
9 31 159.858
9 32 152.082
9 33 187.521
9 34 160.331
9 35 153.885
9 36 120.935
9 37 184.058
9 38 197.448
9 39 135.812
9 40 128.536
9 41 156.133
9 42 181.264
9 43 139.478
9 44 132.831
9 45 147.432
9 46 137.062
9 47 128.895
9 48 156.598
9 49 177.385
9 50 186.405
9 51 150.536
9 52 184.134
9 53 131.287
9 54 123.225
9 55 147.397
9 56 107.926
9 57 168.59
9 58 159.397
9 59 190.392
10 0 170.091
10 1 192.749
10 2 187.161
10 3 180.027
10 4 188.709
10 5 166.434
10 6 181.102
10 7 182.177
10 8 180.188
10 9 177.123
10 10 0
10 11 163.224
10 12 139.883
10 13 163.1
10 14 152.129
10 15 177.49
10 16 190.332
10 17 118.742
10 18 127.28
10 19 154.895
10 20 142.457
10 21 176.076
10 22 163.579
10 23 162.109
10 24 157.71
10 25 164.567
10 26 162.017
10 27 139.556
10 28 196.673
10 29 144.889
10 30 132.452
10 31 123.942
10 32 196.19
10 33 152.811
10 34 172.542
10 35 197.859
10 36 158.19
10 37 147.62
10 38 142.944
10 39 177.268
10 40 193.686
10 41 189.722
10 42 148.323
10 43 104.893
10 44 146.942
10 45 139.229
10 46 129.639
10 47 178.126
10 48 124.066
10 49 133.421
10 50 162.733
10 51 134.111
10 52 178.976
10 53 180.838
10 54 183.694
10 55 139.388
10 56 172.634
10 57 200.283
10 58 170.136
10 59 164.279
11 0 181.929
11 1 196.552
11 2 182.528
11 3 148.685
11 4 175.865
11 5 164.829
11 6 156.845
11 7 158.946
11 8 163.634
11 9 163.205
11 10 163.224
11 11 0
11 12 171.616
11 13 172.207
11 14 157.568
11 15 193.833
11 16 154.345
11 17 150.389
11 18 137.999
11 19 146.509
11 20 171.784
11 21 166.005
11 22 139.836
11 23 182.931
11 24 187.164
11 25 155.352
11 26 145.099
11 27 112.461
11 28 176.883
11 29 132.114
11 30 165.86
11 31 192.554
11 32 168.45
11 33 182.765
11 34 178.008
11 35 160.844
11 36 104.349
11 37 145.1
11 38 158.914
11 39 169.984
11 40 147.852
11 41 166.334
11 42 147.362
11 43 167.63
11 44 92.996
11 45 117.222
11 46 142.186
11 47 131.526
11 48 144.255
11 49 147.523
11 50 140.088
11 51 157.509
11 52 164.786
11 53 163.035
11 54 177.138
11 55 163.377
11 56 142.419
11 57 200.806
11 58 165.965
11 59 165.016
12 0 133.056
12 1 175.793
12 2 201.591
12 3 163.83
12 4 171.695
12 5 217.987
12 6 178.245
12 7 126.852
12 8 147.205
12 9 149.296
12 10 139.883
12 11 171.616
12 12 0
12 13 176.244
12 14 116.235
12 15 165.28
12 16 157.727
12 17 130.04
12 18 157.418
12 19 148.876
12 20 178.909
12 21 142.416
12 22 163.251
12 23 138.687
12 24 155.56
12 25 156.685
12 26 161.347
12 27 155.74
12 28 176.243
12 29 145.398
12 30 144.581
12 31 153.245
12 32 170.313
12 33 162.401
12 34 162.658
12 35 196.617
12 36 145.864
12 37 129.8
12 38 186.396
12 39 186.804
12 40 184.657
12 41 193.892
12 42 141.991
12 43 114.424
12 44 153.436
12 45 140.431
12 46 151.979
12 47 162.297
12 48 153.67
12 49 126.932
12 50 193.338
12 51 142.345
12 52 189.991
12 53 129.185
12 54 156.916
12 55 157.838
12 56 155.711
12 57 185.595
12 58 154.074
12 59 190.853
13 0 163.996
13 1 169.004
13 2 176.491
13 3 189.837
13 4 150.22
13 5 167.699
13 6 144.158
13 7 166.073
13 8 164.737
13 9 151.432
13 10 163.1
13 11 172.207
13 12 176.244
13 13 0
13 14 159.931
13 15 212.204
13 16 202.723
13 17 166.969
13 18 141.304
13 19 137.277
13 20 159.939
13 21 140.788
13 22 124.992
13 23 149.153
13 24 152.708
13 25 144.886
13 26 136.632
13 27 200.312
13 28 169.883
13 29 172.185
13 30 174.134
13 31 199.722
13 32 182.606
13 33 180.811
13 34 180.339
13 35 142.139
13 36 123.515
13 37 209.565
13 38 133.485
13 39 132.37
13 40 147.159
13 41 175.498
13 42 150.823
13 43 130.425
13 44 138.633
13 45 187.721
13 46 168.968
13 47 170.682
13 48 135.118
13 49 175.255
13 50 190.185
13 51 156.723
13 52 166.469
13 53 170.66
13 54 166.294
13 55 109.93
13 56 118.268
13 57 212.743
13 58 146.706
13 59 187.827
14 0 145.418
14 1 168.525
14 2 185.879
14 3 151.583
14 4 164.497
14 5 187.42
14 6 185.218
14 7 96.056
14 8 153.33
14 9 134.626
14 10 152.129
14 11 157.568
14 12 116.235
14 13 159.931
14 14 0
14 15 162.083
14 16 180.908
14 17 105.72
14 18 134.927
14 19 145.447
14 20 150.396
14 21 135.452
14 22 153.469
14 23 133.854
14 24 164.675
14 25 132.086
14 26 155.354
14 27 176.76
14 28 165.495
14 29 175.952
14 30 160.425
14 31 152.981
14 32 150.67
14 33 178.88
14 34 157.092
14 35 153.382
14 36 131.76
14 37 162.014
14 38 169.589
14 39 132.693
14 40 167.223
14 41 138.354
14 42 150.476
14 43 130.929
14 44 139.704
14 45 125.084
14 46 136.223
14 47 114.701
14 48 123.535
14 49 130.155
14 50 214.258
14 51 118.21
14 52 162.363
14 53 170.846
14 54 193.642
14 55 148.626
14 56 163.556
14 57 192.13
14 58 119.952
14 59 196.676
15 0 187.335
15 1 128.297
15 2 171.645
15 3 175.058
15 4 169.847
15 5 170.546
15 6 203.893
15 7 181.324
15 8 194.215
15 9 190.102
15 10 177.49
15 11 193.833
15 12 165.28
15 13 212.204
15 14 162.083
15 15 0
15 16 172.598
15 17 183.181
15 18 145.819
15 19 174.822
15 20 183.983
15 21 196.796
15 22 216.139
15 23 172.284
15 24 183.297
15 25 163.767
15 26 178.205
15 27 167.494
15 28 171.781
15 29 199.199
15 30 153.355
15 31 177.482
15 32 157.828
15 33 122.926
15 34 195.482
15 35 194.124
15 36 176.17
15 37 175.103
15 38 196.687
15 39 170.559
15 40 197.53
15 41 174.009
15 42 190.239
15 43 189.375
15 44 192.574
15 45 152.012
15 46 173.099
15 47 188.885
15 48 196.29
15 49 143.382
15 50 163.356
15 51 141.01
15 52 142.209
15 53 204.177
15 54 186.114
15 55 196.663
15 56 175.637
15 57 157.469
15 58 183.263
15 59 154.152
16 0 193.347
16 1 173.345
16 2 174.812
16 3 188.396
16 4 179.688
16 5 184.961
16 6 152.463
16 7 188.151
16 8 182.335
16 9 139.542
16 10 190.332
16 11 154.345
16 12 157.727
16 13 202.723
16 14 180.908
16 15 172.598
16 16 0
16 17 181.026
16 18 168.565
16 19 158.751
16 20 204.047
16 21 159.097
16 22 150.856
16 23 179.124
16 24 185.688
16 25 187.456
16 26 125.916
16 27 147.259
16 28 199.111
16 29 140.065
16 30 139.339
16 31 171.097
16 32 161.359
16 33 182.185
16 34 168.624
16 35 198.056
16 36 167.796
16 37 185.092
16 38 193.166
16 39 177.73
16 40 171.584
16 41 157.572
16 42 189.2
16 43 183.999
16 44 146.634
16 45 148.945
16 46 159.57
16 47 162.367
16 48 200.225
16 49 191.669
16 50 148.719
16 51 138.215
16 52 207.122
16 53 133.508
16 54 132.847
16 55 199.029
16 56 127.323
16 57 162.839
16 58 218.034
16 59 158.381
17 0 176.525
17 1 185.564
17 2 178.857
17 3 131.51
17 4 204.861
17 5 201.254
17 6 173.03
17 7 144.256
17 8 168.92
17 9 161.89
17 10 118.742
17 11 150.389
17 12 130.04
17 13 166.969
17 14 105.72
17 15 183.181
17 16 181.026
17 17 0
17 18 114.284
17 19 176.343
17 20 162.322
17 21 133.302
17 22 166.082
17 23 135.58
17 24 153.296
17 25 161.613
17 26 168.453
17 27 169.677
17 28 159.27
17 29 159.731
17 30 142.059
17 31 144.314
17 32 179.018
17 33 167.92
17 34 152.521
17 35 182.432
17 36 134.589
17 37 130.312
17 38 171.441
17 39 150.058
17 40 152.44
17 41 176.36
17 42 115.84
17 43 116.752
17 44 155.333
17 45 115.083
17 46 143.271
17 47 147.341
17 48 110.15
17 49 169.365
17 50 186.086
17 51 137.145
17 52 165.291
17 53 158.953
17 54 185.221
17 55 128.156
17 56 180.303
17 57 190.198
17 58 141.805
17 59 171.511
18 0 161.984
18 1 155.654
18 2 133.314
18 3 155.052
18 4 158.923
18 5 158.151
18 6 155.483
18 7 152.818
18 8 148.873
18 9 153.553
18 10 127.28
18 11 137.999
18 12 157.418
18 13 141.304
18 14 134.927
18 15 145.819
18 16 168.565
18 17 114.284
18 18 0
18 19 164.972
18 20 143.761
18 21 145.906
18 22 154.799
18 23 118.04
18 24 121.219
18 25 140.555
18 26 139.233
18 27 133.773
18 28 135.375
18 29 151.545
18 30 157.987
18 31 161.302
18 32 167.164
18 33 115.602
18 34 169.168
18 35 148.206
18 36 124.181
18 37 149.509
18 38 140.446
18 39 135.629
18 40 135.166
18 41 159.135
18 42 109.134
18 43 141.233
18 44 151.118
18 45 103.191
18 46 141.686
18 47 156.053
18 48 135.228
18 49 159.634
18 50 156.467
18 51 123.867
18 52 135.122
18 53 164.463
18 54 163.409
18 55 107.05
18 56 150.48
18 57 179.497
18 58 141.523
18 59 155.992
19 0 159.99
19 1 134.156
19 2 207.288
19 3 184.402
19 4 160.734
19 5 139.271
19 6 166.04
19 7 158.078
19 8 149.863
19 9 174.146
19 10 154.895
19 11 146.509
19 12 148.876
19 13 137.277
19 14 145.447
19 15 174.822
19 16 158.751
19 17 176.343
19 18 164.972
19 19 0
19 20 136.063
19 21 169.425
19 22 124.167
19 23 181.651
19 24 175.078
19 25 125.385
19 26 99.062
19 27 179.355
19 28 178.118
19 29 130.899
19 30 144.567
19 31 165.866
19 32 163.135
19 33 193.7
19 34 189.846
19 35 152.386
19 36 156.222
19 37 193.272
19 38 133.821
19 39 163.252
19 40 200.595
19 41 167.93
19 42 169.222
19 43 141.039
19 44 123.635
19 45 176.726
19 46 166.664
19 47 148.485
19 48 158.309
19 49 119.534
19 50 187.09
19 51 143.704
19 52 178.865
19 53 172.129
19 54 191.541
19 55 181.373
19 56 140.609
19 57 217.828
19 58 170.477
19 59 189.297
20 0 133.011
20 1 186.616
20 2 199.754
20 3 186.757
20 4 157.72
20 5 122.52
20 6 153.166
20 7 152.85
20 8 144.425
20 9 178.754
20 10 142.457
20 11 171.784
20 12 178.909
20 13 159.939
20 14 150.396
20 15 183.983
20 16 204.047
20 17 162.322
20 18 143.761
20 19 136.063
20 20 0
20 21 161.201
20 22 195.362
20 23 180.527
20 24 136.646
20 25 137.775
20 26 149.568
20 27 190.567
20 28 191.647
20 29 139.417
20 30 146.883
20 31 156.013
20 32 224.71
20 33 178.133
20 34 176.59
20 35 157.341
20 36 161.116
20 37 169.774
20 38 172.346
20 39 165.147
20 40 201.272
20 41 195.802
20 42 142.198
20 43 147.068
20 44 180.465
20 45 152.079
20 46 142.515
20 47 155.869
20 48 111.097
20 49 156.597
20 50 197.937
20 51 153.046
20 52 150.88
20 53 203.914
20 54 200.045
20 55 165.316
20 56 174.073
20 57 224.493
20 58 159.437
20 59 192.96
21 0 138.895
21 1 183.518
21 2 183.182
21 3 161.535
21 4 151.47
21 5 184.655
21 6 128.732
21 7 154.76
21 8 154.71
21 9 123.09
21 10 176.076
21 11 166.005
21 12 142.416
21 13 140.788
21 14 135.452
21 15 196.796
21 16 159.097
21 17 133.302
21 18 145.906
21 19 169.425
21 20 161.201
21 21 0
21 22 156.16
21 23 131.413
21 24 136.932
21 25 180.485
21 26 127.337
21 27 188.615
21 28 163.925
21 29 177.248
21 30 161.676
21 31 157.239
21 32 161.489
21 33 194.171
21 34 148.2
21 35 181.067
21 36 134.333
21 37 138.102
21 38 197.009
21 39 126.106
21 40 147.424
21 41 173.065
21 42 132.738
21 43 129.664
21 44 151.078
21 45 153.66
21 46 161.436
21 47 151.566
21 48 124.959
21 49 180.882
21 50 187.54
21 51 140.067
21 52 191.785
21 53 149.619
21 54 143.383
21 55 141.469
21 56 143.924
21 57 207.818
21 58 126.271
21 59 160.159
22 0 192.542
22 1 167.823
22 2 181.352
22 3 193.067
22 4 181.945
22 5 180.67
22 6 165.29
22 7 165.305
22 8 154.486
22 9 144.083
22 10 163.579
22 11 139.836
22 12 163.251
22 13 124.992
22 14 153.469
22 15 216.139
22 16 150.856
22 17 166.082
22 18 154.799
22 19 124.167
22 20 195.362
22 21 156.16
22 22 0
22 23 172.837
22 24 202.923
22 25 167.737
22 26 94.297
22 27 167.379
22 28 186.863
22 29 163.52
22 30 183.316
22 31 176.201
22 32 157.881
22 33 211.116
22 34 195.162
22 35 161.678
22 36 137.606
22 37 209.551
22 38 123.537
22 39 146.01
22 40 171.216
22 41 146.89
22 42 166.107
22 43 160.097
22 44 98.471
22 45 181.092
22 46 172.112
22 47 150.243
22 48 172.209
22 49 169.821
22 50 183.405
22 51 147.266
22 52 210.147
22 53 141.611
22 54 162.356
22 55 140.93
22 56 124.379
22 57 210.987
22 58 168.923
22 59 182.461
23 0 141.776
23 1 155.774
23 2 145.755
23 3 172.289
23 4 150.766
23 5 214.837
23 6 158.697
23 7 144.385
23 8 193.388
23 9 157.595
23 10 162.109
23 11 182.931
23 12 138.687
23 13 149.153
23 14 133.854
23 15 172.284
23 16 179.124
23 17 135.58
23 18 118.04
23 19 181.651
23 20 180.527
23 21 131.413
23 22 172.837
23 23 0
23 24 127.147
23 25 149.815
23 26 169.248
23 27 158.223
23 28 155.332
23 29 188.919
23 30 178.315
23 31 165.378
23 32 183.156
23 33 135.203
23 34 136.175
23 35 165.675
23 36 151.5
23 37 159.258
23 38 169.561
23 39 164.944
23 40 165.86
23 41 184.324
23 42 133.301
23 43 136.195
23 44 164.758
23 45 140.976
23 46 147.547
23 47 174.764
23 48 129.802
23 49 182.602
23 50 195.378
23 51 139.346
23 52 154.95
23 53 170.811
23 54 172.641
23 55 115.644
23 56 146.015
23 57 184.699
23 58 159.636
23 59 173.24
24 0 129.607
24 1 192.811
24 2 207.091
24 3 162.567
24 4 161.175
24 5 194.232
24 6 139.936
24 7 181.262
24 8 165.017
24 9 159.609
24 10 157.71
24 11 187.164
24 12 155.56
24 13 152.708
24 14 164.675
24 15 183.297
24 16 185.688
24 17 153.296
24 18 121.219
24 19 175.078
24 20 136.646
24 21 136.932
24 22 202.923
24 23 127.147
24 24 0
24 25 145.041
24 26 168.297
24 27 175.971
24 28 181.732
24 29 140.143
24 30 162.513
24 31 179.943
24 32 202.12
24 33 138.721
24 34 137.702
24 35 191.693
24 36 172.458
24 37 152.354
24 38 207.111
24 39 170.985
24 40 148.99
24 41 219.488
24 42 148.038
24 43 121.403
24 44 184.616
24 45 155.285
24 46 148.239
24 47 173.218
24 48 133.106
24 49 189.781
24 50 192.512
24 51 164.141
24 52 163.424
24 53 193.903
24 54 187.772
24 55 153.604
24 56 167.367
24 57 225.691
24 58 183.088
24 59 205.494
25 0 120.763
25 1 143.436
25 2 189.475
25 3 165.303
25 4 148.806
25 5 167.006
25 6 164.424
25 7 124.877
25 8 146.918
25 9 173.518
25 10 164.567
25 11 155.352
25 12 156.685
25 13 144.886
25 14 132.086
25 15 163.767
25 16 187.456
25 17 161.613
25 18 140.555
25 19 125.385
25 20 137.775
25 21 180.485
25 22 167.737
25 23 149.815
25 24 145.041
25 25 0
25 26 166.103
25 27 169.827
25 28 155.726
25 29 139.208
25 30 143.655
25 31 197.211
25 32 193.658
25 33 134.543
25 34 138.547
25 35 163.184
25 36 148.562
25 37 184.751
25 38 142.588
25 39 141.883
25 40 158.211
25 41 173.727
25 42 159.647
25 43 153.848
25 44 161.548
25 45 163.031
25 46 135.146
25 47 156.186
25 48 133.124
25 49 159.798
25 50 183.043
25 51 148.202
25 52 106.912
25 53 189.653
25 54 198.977
25 55 147.087
25 56 139.96
25 57 190.812
25 58 166.257
25 59 204.63
26 0 173.201
26 1 137.99
26 2 180.283
26 3 176.517
26 4 163.257
26 5 139.159
26 6 136.259
26 7 168.032
26 8 129.932
26 9 143.588
26 10 162.017
26 11 145.099
26 12 161.347
26 13 136.632
26 14 155.354
26 15 178.205
26 16 125.916
26 17 168.453
26 18 139.233
26 19 99.062
26 20 149.568
26 21 127.337
26 22 94.297
26 23 169.248
26 24 168.297
26 25 166.103
26 26 0
26 27 168.271
26 28 176.401
26 29 145.565
26 30 163.554
26 31 144.649
26 32 152.321
26 33 198.19
26 34 189.137
26 35 151.123
26 36 147.796
26 37 183.848
26 38 150.247
26 39 137.438
26 40 178.41
26 41 156.164
26 42 148.682
26 43 155.624
26 44 122.225
26 45 168.886
26 46 169.151
26 47 137.766
26 48 163.801
26 49 157.72
26 50 168.156
26 51 135.546
26 52 195.664
26 53 150.464
26 54 152.879
26 55 157.914
26 56 129.711
26 57 213.835
26 58 162.717
26 59 155.653
27 0 173.928
27 1 201.546
27 2 168.862
27 3 170.608
27 4 171.11
27 5 190.677
27 6 169.727
27 7 176.487
27 8 186.961
27 9 164.632
27 10 139.556
27 11 112.461
27 12 155.74
27 13 200.312
27 14 176.76
27 15 167.494
27 16 147.259
27 17 169.677
27 18 133.773
27 19 179.355
27 20 190.567
27 21 188.615
27 22 167.379
27 23 158.223
27 24 175.971
27 25 169.827
27 26 168.271
27 27 0
27 28 205.693
27 29 144.628
27 30 171.66
27 31 175.287
27 32 187.992
27 33 136.407
27 34 164.149
27 35 192.494
27 36 142.067
27 37 138.195
27 38 174.932
27 39 200.189
27 40 171.408
27 41 187.146
27 42 162.847
27 43 171.879
27 44 123.226
27 45 112.31
27 46 117.906
27 47 162.973
27 48 162.073
27 49 150.772
27 50 122.213
27 51 150.706
27 52 172.055
27 53 173.708
27 54 163.525
27 55 160.197
27 56 142.65
27 57 181.645
27 58 199.281
27 59 154.239
28 0 180.726
28 1 128.909
28 2 155.203
28 3 194.106
28 4 155.581
28 5 191.066
28 6 179.097
28 7 173.167
28 8 174.61
28 9 194.563
28 10 196.673
28 11 176.883
28 12 176.243
28 13 169.883
28 14 165.495
28 15 171.781
28 16 199.111
28 17 159.27
28 18 135.375
28 19 178.118
28 20 191.647
28 21 163.925
28 22 186.863
28 23 155.332
28 24 181.732
28 25 155.726
28 26 176.401
28 27 205.693
28 28 0
28 29 202.326
28 30 174.431
28 31 190.235
28 32 165.7
28 33 174.504
28 34 219.595
28 35 175.102
28 36 157.102
28 37 174.328
28 38 152.308
28 39 149.5
28 40 187.589
28 41 190.806
28 42 151.677
28 43 164.001
28 44 203.034
28 45 173.594
28 46 222.112
28 47 222.757
28 48 185.042
28 49 185.984
28 50 207.805
28 51 181.621
