data;

param M := 60;
param G := 6;

# <id grupo> <valor>
param LIM_MIN :=
12 15 24
12 16 62
12 17 65
12 18 35
12 19 52
12 20 6
12 21 77
12 22 87
12 23 35
12 24 48
12 25 3
12 26 54
12 27 52
12 28 82
12 29 27
12 30 68
12 31 3
12 32 58
12 33 82
12 34 9
12 35 73
12 36 33
12 37 89
12 38 23
12 39 75
12 40 26
12 41 56
12 42 29
12 43 27
12 44 90
12 45 31
12 46 95
12 47 30
12 48 27
12 49 4
12 50 100
12 51 94
12 52 19
12 53 33
12 54 4
12 55 41
12 56 12
12 57 78
12 58 56
12 59 98
13 0 56
13 1 80
13 2 97
13 3 36
13 4 85
13 5 38
13 6 34
13 7 23
13 8 97
13 9 50
13 10 41
13 11 12
13 12 6
13 13 0
13 14 49
13 15 28
13 16 87
13 17 37
13 18 37
13 19 43
13 20 97
13 21 53
13 22 7
13 23 72
13 24 36
13 25 6
13 26 12
13 27 32
13 28 3
13 29 7
13 30 70
13 31 85
13 32 8
13 33 46
13 34 24
13 35 50
13 36 93
13 37 56
13 38 91
13 39 16
13 40 17
13 41 13
13 42 77
13 43 30
13 44 72
13 45 54
13 46 12
13 47 93
13 48 5
13 49 44
13 50 84
13 51 85
13 52 0
13 53 62
13 54 53
13 55 30
13 56 68
13 57 9
13 58 70
13 59 69
14 0 75
14 1 60
14 2 44
14 3 6
14 4 8
14 5 32
14 6 79
14 7 16
14 8 55
14 9 96
14 10 37
14 11 18
14 12 87
14 13 49
14 14 0
14 15 57
14 16 71
14 17 78
14 18 14
14 19 41
14 20 54
14 21 4
14 22 24
14 23 50
14 24 56
14 25 4
14 26 87
14 27 17
14 28 70
14 29 57
14 30 99
14 31 17
14 32 19
14 33 49
14 34 91
14 35 13
14 36 37
14 37 63
14 38 36
14 39 67
14 40 66
14 41 64
14 42 40
14 43 46
14 44 32
14 45 17
14 46 62
14 47 1
14 48 99
14 49 75
14 50 38
14 51 67
14 52 75
14 53 60
14 54 53
14 55 55
14 56 2
14 57 11
14 58 53
14 59 98
15 0 97
15 1 4
15 2 0
15 3 31
15 4 34
15 5 66
15 6 62
15 7 96
15 8 12
15 9 43
15 10 27
15 11 91
15 12 24
15 13 28
15 14 57
15 15 0
15 16 96
15 17 9
15 18 26
15 19 35
15 20 98
15 21 2
15 22 90
15 23 33
15 24 89
15 25 53
15 26 32
15 27 24
15 28 30
15 29 34
15 30 46
15 31 32
15 32 85
15 33 36
15 34 64
15 35 80
15 36 27
15 37 19
15 38 93
15 39 83
15 40 22
15 41 3
15 42 45
15 43 56
15 44 49
15 45 80
15 46 35
15 47 91
15 48 4
15 49 93
15 50 69
15 51 83
15 52 49
15 53 73
15 54 87
15 55 67
15 56 2
15 57 97
15 58 85
15 59 56
16 0 38
16 1 33
16 2 64
16 3 22
16 4 2
16 5 58
16 6 2
16 7 14
16 8 46
16 9 41
16 10 15
16 11 25
16 12 62
16 13 87
16 14 71
16 15 96
16 16 0
16 17 68
16 18 62
16 19 42
16 20 2
16 21 7
16 22 80
16 23 63
16 24 30
16 25 71
16 26 91
16 27 93
16 28 84
16 29 44
16 30 66
16 31 78
16 32 90
16 33 78
16 34 30
16 35 19
16 36 75
16 37 34
16 38 72
16 39 25
16 40 61
16 41 55
16 42 94
16 43 84
16 44 50
16 45 3
16 46 74
16 47 97
16 48 89
16 49 72
16 50 18
16 51 90
16 52 1
16 53 98
16 54 16
16 55 84
16 56 93
16 57 67
16 58 14
16 59 33
17 0 33
17 1 70
17 2 58
17 3 56
17 4 27
17 5 42
17 6 36
17 7 78
17 8 3
17 9 73
17 10 48
17 11 55
17 12 65
17 13 37
17 14 78
17 15 9
17 16 68
17 17 0
17 18 9
17 19 0
17 20 96
17 21 45
17 22 74
17 23 61
17 24 34
17 25 6
17 26 23
17 27 46
17 28 27
17 29 39
17 30 68
17 31 94
17 32 23
17 33 62
17 34 95
17 35 18
17 36 97
17 37 56
17 38 100
17 39 48
17 40 64
17 41 34
17 42 20
17 43 38
17 44 28
17 45 37
17 46 21
17 47 74
17 48 57
17 49 79
17 50 35
17 51 27
17 52 14
17 53 10
17 54 49
17 55 75
17 56 28
17 57 16
17 58 16
17 59 67
18 0 40
18 1 50
18 2 54
18 3 39
18 4 91
18 5 57
18 6 53
18 7 80
18 8 26
18 9 21
18 10 62
18 11 76
18 12 35
18 13 37
18 14 14
18 15 26
18 16 62
18 17 9
18 18 0
18 19 84
18 20 90
18 21 29
18 22 66
18 23 7
18 24 28
18 25 49
18 26 27
18 27 82
18 28 66
18 29 39
18 30 63
18 31 78
18 32 81
18 33 35
18 34 59
18 35 87
18 36 97
18 37 52
18 38 23
18 39 77
18 40 51
18 41 4
18 42 63
18 43 41
18 44 94
18 45 12
18 46 64
18 47 5
18 48 18
18 49 97
18 50 40
18 51 54
18 52 59
18 53 28
18 54 29
18 55 12
18 56 28
18 57 69
18 58 24
18 59 22
19 0 0
19 1 7
19 2 24
19 3 97
19 4 14
19 5 26
19 6 29
19 7 49
19 8 82
19 9 16
19 10 86
19 11 88
19 12 52
19 13 43
19 14 41
19 15 35
19 16 42
19 17 0
19 18 84
19 19 0
19 20 91
19 21 56
19 22 92
19 23 41
19 24 52
19 25 47
19 26 64
19 27 15
19 28 62
19 29 98
19 30 92
19 31 40
19 32 79
19 33 62
19 34 41
19 35 66
19 36 57
19 37 70
19 38 55
19 39 14
19 40 81
19 41 26
19 42 13
19 43 21
19 44 80
19 45 2
19 46 49
19 47 26
19 48 3
19 49 47
19 50 5
19 51 98
19 52 74
19 53 21
19 54 87
19 55 45
19 56 55
19 57 46
19 58 45
19 59 99
20 0 29
20 1 72
20 2 20
20 3 98
20 4 18
20 5 8
20 6 4
20 7 43
20 8 96
20 9 0
20 10 90
20 11 41
20 12 6
20 13 97
20 14 54
20 15 98
20 16 2
20 17 96
20 18 90
20 19 91
20 20 0
20 21 47
20 22 35
20 23 35
20 24 35
20 25 75
20 26 7
20 27 1
20 28 100
20 29 33
20 30 20
20 31 52
20 32 98
20 33 86
20 34 80
20 35 66
20 36 34
20 37 97
20 38 47
20 39 56
20 40 6
20 41 75
20 42 13
20 43 32
20 44 18
20 45 40
20 46 87
20 47 13
20 48 100
20 49 40
20 50 4
20 51 50
20 52 76
20 53 22
20 54 58
20 55 65
20 56 19
20 57 6
20 58 13
20 59 72
21 0 40
21 1 79
21 2 99
21 3 5
21 4 17
21 5 26
21 6 54
21 7 91
21 8 48
21 9 70
21 10 99
21 11 39
21 12 77
21 13 53
21 14 4
21 15 2
21 16 7
21 17 45
21 18 29
21 19 56
21 20 47
21 21 0
21 22 36
21 23 13
21 24 17
21 25 24
21 26 12
21 27 98
21 28 79
21 29 44
21 30 26
21 31 47
21 32 45
21 33 65
21 34 25
21 35 10
21 36 36
21 37 93
21 38 79
21 39 60
21 40 63
21 41 60
21 42 12
21 43 70
21 44 69
21 45 93
21 46 45
21 47 45
21 48 82
21 49 92
21 50 16
21 51 100
21 52 61
21 53 33
21 54 26
21 55 69
21 56 68
21 57 99
21 58 54
21 59 18
22 0 3
22 1 28
22 2 62
22 3 80
22 4 74
22 5 79
22 6 40
22 7 5
22 8 50
22 9 31
22 10 44
22 11 85
22 12 87
22 13 7
22 14 24
22 15 90
22 16 80
22 17 74
22 18 66
22 19 92
22 20 35
22 21 36
22 22 0
22 23 95
22 24 72
22 25 4
22 26 80
22 27 46
22 28 48
22 29 58
22 30 14
22 31 18
22 32 3
22 33 1
22 34 7
22 35 43
22 36 98
22 37 3
22 38 73
22 39 13
22 40 39
22 41 56
22 42 15
22 43 21
22 44 14
22 45 32
22 46 0
22 47 2
22 48 58
22 49 61
22 50 89
22 51 0
22 52 80
22 53 94
22 54 47
22 55 85
22 56 63
22 57 40
22 58 62
22 59 98
23 0 95
23 1 58
23 2 5
23 3 24
23 4 0
23 5 10
23 6 56
23 7 57
23 8 100
23 9 15
23 10 51
23 11 45
23 12 35
23 13 72
23 14 50
23 15 33
23 16 63
23 17 61
23 18 7
23 19 41
23 20 35
23 21 13
23 22 95
23 23 0
23 24 83
23 25 70
23 26 66
23 27 64
23 28 9
23 29 67
23 30 46
23 31 44
23 32 6
23 33 15
23 34 10
23 35 53
23 36 96
23 37 10
23 38 12
23 39 8
23 40 66
23 41 47
23 42 32
23 43 21
23 44 63
23 45 33
23 46 64
23 47 17
23 48 81
23 49 23
23 50 44
23 51 10
23 52 79
23 53 43
23 54 61
23 55 92
23 56 20
23 57 56
23 58 50
23 59 46
24 0 47
24 1 43
24 2 76
24 3 26
24 4 41
24 5 70
24 6 49
24 7 36
24 8 74
24 9 15
24 10 45
24 11 97
24 12 48
24 13 36
24 14 56
24 15 89
24 16 30
24 17 34
24 18 28
24 19 52
24 20 35
24 21 17
24 22 72
24 23 83
24 24 0
24 25 55
24 26 63
24 27 5
24 28 94
24 29 53
24 30 27
24 31 99
24 32 90
24 33 16
24 34 20
24 35 35
24 36 62
24 37 86
24 38 50
24 39 84
24 40 6
24 41 34
24 42 15
24 43 26
24 44 68
24 45 4
24 46 41
24 47 7
24 48 9
24 49 88
24 50 1
24 51 50
24 52 40
24 53 25
24 54 33
24 55 7
24 56 1
24 57 58
24 58 52
24 59 84
25 0 20
25 1 7
25 2 93
25 3 22
25 4 25
25 5 27
25 6 10
25 7 26
25 8 14
25 9 14
25 10 64
25 11 34
25 12 3
25 13 6
25 14 4
25 15 53
25 16 71
25 17 6
25 18 49
25 19 47
25 20 75
25 21 24
25 22 4
25 23 70
25 24 55
25 25 0
25 26 99
25 27 100
25 28 4
25 29 42
25 30 17
25 31 57
25 32 8
25 33 11
25 34 98
25 35 70
25 36 96
25 37 57
25 38 62
25 39 39
25 40 5
25 41 75
25 42 18
25 43 49
25 44 18
25 45 21
25 46 25
25 47 3
25 48 63
25 49 44
25 50 21
25 51 33
25 52 85
25 53 69
25 54 68
25 55 16
25 56 32
25 57 45
25 58 92
25 59 32
26 0 13
26 1 2
26 2 62
26 3 61
26 4 84
26 5 3
26 6 20
26 7 48
26 8 1
26 9 8
26 10 73
26 11 58
26 12 54
26 13 12
26 14 87
26 15 32
26 16 91
26 17 23
26 18 27
26 19 64
26 20 7
26 21 12
26 22 80
26 23 66
26 24 63
26 25 99
26 26 0
26 27 52
26 28 48
26 29 92
26 30 79
26 31 27
26 32 53
26 33 73
26 34 18
26 35 69
26 36 80
26 37 1
26 38 99
26 39 28
26 40 78
26 41 69
26 42 22
26 43 34
26 44 47
26 45 20
26 46 22
26 47 63
26 48 2
26 49 22
26 50 17
26 51 5
26 52 76
26 53 8
26 54 26
26 55 3
26 56 46
26 57 1
26 58 57
26 59 89
27 0 82
27 1 100
27 2 31
27 3 30
27 4 15
27 5 29
27 6 76
27 7 84
27 8 43
27 9 97
27 10 48
27 11 82
27 12 52
27 13 32
27 14 17
27 15 24
27 16 93
27 17 46
27 18 82
27 19 15
27 20 1
27 21 98
27 22 46
27 23 64
27 24 5
27 25 100
27 26 52
27 27 0
27 28 30
27 29 58
27 30 65
27 31 90
27 32 9
27 33 25
27 34 35
27 35 62
27 36 5
27 37 100
27 38 31
27 39 41
27 40 4
27 41 65
27 42 6
27 43 65
27 44 84
27 45 10
27 46 9
27 47 53
27 48 29
27 49 64
27 50 75
27 51 53
27 52 26
27 53 16
27 54 54
27 55 38
27 56 79
27 57 91
27 58 39
27 59 73
28 0 8
28 1 76
28 2 10
28 3 19
28 4 21
28 5 77
28 6 53
28 7 13
28 8 92
28 9 88
28 10 22
28 11 27
28 12 82
28 13 3
28 14 70
28 15 30
28 16 84
28 17 27
28 18 66
28 19 62
28 20 100
28 21 79
28 22 48
28 23 9
28 24 94
28 25 4
28 26 48
28 27 30
28 28 0
28 29 90
28 30 88
28 31 24
28 32 24
28 33 27
28 34 76
28 35 76
28 36 2
28 37 19
28 38 45
28 39 5
28 40 54
28 41 0
28 42 70
28 43 83
28 44 99
28 45 77
28 46 57
28 47 50
28 48 39
28 49 1
28 50 9
28 51 49
28 52 34
28 53 68
28 54 79
28 55 93
28 56 53
28 57 88
28 58 55
28 59 59
29 0 65
29 1 10
29 2 39
29 3 24
29 4 42
29 5 70
29 6 51
29 7 47
29 8 71
29 9 46
29 10 26
29 11 77
29 12 27
29 13 7
29 14 57
29 15 34
29 16 44
29 17 39
29 18 39
29 19 98
29 20 33
29 21 44
29 22 58
29 23 67
29 24 53
29 25 42
29 26 92
29 27 58
29 28 90
29 29 0
29 30 86
29 31 48
29 32 89
29 33 29
29 34 31
29 35 60
29 36 43
29 37 61
29 38 25
29 39 0
29 40 7
29 41 6
29 42 21
29 43 49
29 44 77
29 45 93
29 46 43
29 47 99
29 48 74
29 49 15
29 50 26
29 51 28
29 52 56
29 53 77
29 54 1
29 55 19
29 56 7
29 57 44
29 58 51
29 59 33
30 0 4
30 1 97
30 2 6
30 3 39
30 4 22
30 5 71
30 6 98
30 7 52
30 8 82
30 9 84
30 10 74
30 11 67
30 12 68
30 13 70
30 14 99
30 15 46
30 16 66
30 17 68
30 18 63
30 19 92
30 20 20
30 21 26
30 22 14
30 23 46
30 24 27
30 25 17
30 26 79
30 27 65
30 28 88
30 29 86
30 30 0
30 31 59
30 32 97
30 33 49
30 34 26
30 35 98
30 36 96
30 37 72
30 38 97
30 39 73
30 40 66
30 41 59
30 42 74
30 43 66
30 44 81
30 45 95
30 46 54
30 47 99
30 48 99
30 49 0
30 50 97
30 51 62
30 52 57
30 53 41
30 54 42
30 55 56
30 56 39
30 57 14
30 58 33
30 59 31
31 0 24
31 1 33
31 2 24
31 3 76
31 4 91
31 5 1
31 6 94
31 7 40
31 8 39
31 9 59
31 10 68
31 11 75
31 12 3
31 13 85
31 14 17
31 15 32
31 16 78
31 17 94
31 18 78
31 19 40
31 20 52
31 21 47
31 22 18
31 23 44
31 24 99
31 25 57
31 26 27
31 27 90
31 28 24
31 29 48
31 30 59
31 31 0
31 32 76
31 33 71
31 34 94
31 35 95
31 36 35
31 37 82
31 38 10
31 39 93
31 40 41
31 41 88
31 42 84
31 43 79
31 44 41
31 45 90
31 46 73
31 47 30
31 48 54
31 49 31
31 50 3
31 51 65
31 52 43
31 53 54
31 54 95
31 55 23
31 56 58
31 57 17
31 58 22
31 59 41
32 0 80
32 1 84
32 2 53
32 3 42
32 4 0
32 5 14
32 6 37
32 7 36
32 8 22
32 9 91
32 10 31
32 11 34
32 12 58
32 13 8
32 14 19
32 15 85
32 16 90
32 17 23
32 18 81
32 19 79
32 20 98
32 21 45
32 22 3
32 23 6
32 24 90
32 25 8
32 26 53
32 27 9
32 28 24
32 29 89
32 30 97
32 31 76
32 32 0
32 33 59
32 34 86
32 35 60
32 36 5
32 37 45
32 38 94
32 39 45
32 40 13
32 41 36
32 42 18
32 43 32
32 44 5
32 45 27
32 46 88
32 47 71
32 48 13
32 49 48
32 50 44
32 51 12
32 52 58
32 53 32
32 54 99
32 55 50
32 56 12
32 57 12
32 58 22
32 59 92
33 0 8
33 1 71
33 2 73
33 3 38
33 4 65
33 5 85
33 6 85
33 7 76
33 8 46
33 9 52
33 10 36
33 11 71
33 12 82
33 13 46
33 14 49
33 15 36
33 16 78
33 17 62
33 18 35
33 19 62
33 20 86
33 21 65
33 22 1
33 23 15
33 24 16
33 25 11
33 26 73
33 27 25
33 28 27
33 29 29
33 30 49
33 31 71
33 32 59
33 33 0
33 34 70
33 35 6
33 36 5
33 37 10
33 38 77
33 39 84
33 40 79
33 41 17
33 42 67
33 43 91
33 44 4
33 45 86
33 46 84
33 47 60
33 48 1
33 49 100
33 50 87
33 51 55
33 52 99
33 53 36
33 54 71
33 55 55
33 56 48
33 57 67
33 58 18
33 59 77
34 0 81
34 1 22
34 2 62
34 3 46
34 4 4
34 5 70
34 6 41
34 7 80
34 8 68
34 9 5
34 10 72
34 11 49
34 12 9
34 13 24
34 14 91
34 15 64
34 16 30
34 17 95
34 18 59
34 19 41
34 20 80
34 21 25
34 22 7
34 23 10
34 24 20
34 25 98
34 26 18
34 27 35
34 28 76
34 29 31
34 30 26
34 31 94
34 32 86
34 33 70
34 34 0
34 35 79
34 36 88
34 37 0
34 38 30
34 39 41
34 40 75
34 41 45
34 42 57
34 43 3
34 44 95
34 45 32
34 46 14
34 47 30
34 48 63
34 49 1
34 50 95
34 51 70
34 52 72
34 53 13
34 54 20
34 55 37
34 56 33
34 57 82
34 58 68
34 59 86
35 0 59
35 1 5
35 2 68
35 3 26
35 4 83
35 5 28
35 6 99
35 7 90
35 8 37
35 9 55
35 10 21
35 11 93
35 12 73
35 13 50
35 14 13
35 15 80
35 16 19
35 17 18
35 18 87
35 19 66
35 20 66
35 21 10
35 22 43
35 23 53
35 24 35
35 25 70
35 26 69
35 27 62
35 28 76
35 29 60
35 30 98
35 31 95
35 32 60
35 33 6
35 34 79
35 35 0
35 36 46
35 37 48
35 38 11
35 39 63
35 40 47
35 41 90
35 42 55
35 43 96
35 44 26
35 45 52
35 46 87
35 47 35
35 48 0
35 49 13
35 50 16
35 51 47
35 52 89
35 53 34
35 54 69
35 55 0
35 56 1
35 57 73
35 58 50
35 59 3
36 0 91
36 1 64
36 2 35
36 3 87
36 4 61
36 5 50
36 6 1
36 7 98
36 8 3
36 9 0
36 10 35
36 11 56
36 12 33
36 13 93
36 14 37
36 15 27
36 16 75
36 17 97
36 18 97
36 19 57
36 20 34
36 21 36
36 22 98
36 23 96
36 24 62
36 25 96
36 26 80
36 27 5
36 28 2
36 29 43
36 30 96
36 31 35
36 32 5
36 33 5
36 34 88
36 35 46
36 36 0
36 37 20
36 38 74
36 39 91
36 40 83
36 41 44
36 42 88
36 43 6
36 44 28
36 45 97
36 46 26
36 47 54
36 48 77
36 49 28
36 50 49
36 51 73
36 52 3
36 53 74
36 54 3
36 55 0
36 56 11
36 57 90
36 58 17
36 59 24
37 0 82
37 1 90
37 2 6
37 3 83
37 4 11
37 5 32
37 6 25
37 7 14
37 8 68
37 9 1
37 10 86
37 11 77
37 12 89
37 13 56
37 14 63
37 15 19
37 16 34
37 17 56
37 18 52
37 19 70
37 20 97
37 21 93
37 22 3
37 23 10
37 24 86
37 25 57
37 26 1
37 27 100
37 28 19
37 29 61
37 30 72
37 31 82
37 32 45
37 33 10
37 34 0
37 35 48
37 36 20
37 37 0
37 38 89
37 39 7
37 40 37
37 41 77
37 42 32
37 43 66
37 44 58
37 45 24
37 46 20
37 47 74
37 48 84
37 49 79
37 50 44
37 51 94
37 52 85
37 53 10
37 54 42
37 55 77
37 56 91
37 57 62
37 58 69
37 59 15
38 0 77
38 1 33
38 2 7
38 3 81
38 4 8
38 5 64
38 6 26
38 7 65
38 8 10
38 9 91
38 10 39
38 11 6
38 12 23
38 13 91
38 14 36
38 15 93
38 16 72
38 17 100
38 18 23
38 19 55
