data;

param M := 30;
param G := 5;

# <id grupo> <valor>
param LIM_MIN :=
10 26 54
10 27 98
10 28 56
10 29 69
11 0 1
11 1 54
11 2 17
11 3 11
11 4 41
11 5 86
11 6 53
11 7 99
11 8 9
11 9 22
11 10 15
11 11 0
11 12 82
11 13 29
11 14 22
11 15 25
11 16 0
11 17 62
11 18 76
11 19 75
11 20 0
11 21 38
11 22 45
11 23 30
11 24 32
11 25 92
11 26 24
11 27 88
11 28 73
11 29 6
12 0 72
12 1 50
12 2 58
12 3 58
12 4 28
12 5 62
12 6 61
12 7 64
12 8 61
12 9 51
12 10 84
12 11 82
12 12 0
12 13 25
12 14 70
12 15 86
12 16 43
12 17 91
12 18 60
12 19 9
12 20 0
12 21 41
12 22 24
12 23 61
12 24 55
12 25 42
12 26 50
12 27 50
12 28 93
12 29 76
13 0 48
13 1 91
13 2 22
13 3 100
13 4 89
13 5 0
13 6 1
13 7 19
13 8 41
13 9 4
13 10 9
13 11 29
13 12 25
13 13 0
13 14 11
13 15 6
13 16 67
13 17 76
13 18 41
13 19 14
13 20 46
13 21 60
13 22 37
13 23 83
13 24 60
13 25 31
13 26 32
13 27 99
13 28 27
13 29 32
14 0 70
14 1 89
14 2 52
14 3 83
14 4 85
14 5 57
14 6 3
14 7 25
14 8 83
14 9 39
14 10 47
14 11 22
14 12 70
14 13 11
14 14 0
14 15 75
14 16 81
14 17 60
14 18 31
14 19 31
14 20 43
14 21 27
14 22 15
14 23 45
14 24 43
14 25 95
14 26 19
14 27 8
14 28 92
14 29 34
15 0 83
15 1 16
15 2 4
15 3 62
15 4 68
15 5 22
15 6 46
15 7 87
15 8 58
15 9 95
15 10 8
15 11 25
15 12 86
15 13 6
15 14 75
15 15 0
15 16 76
15 17 54
15 18 16
15 19 87
15 20 100
15 21 20
15 22 98
15 23 80
15 24 22
15 25 82
15 26 6
15 27 42
15 28 60
15 29 54
16 0 98
16 1 81
16 2 96
16 3 95
16 4 38
16 5 5
16 6 73
16 7 45
16 8 94
16 9 43
16 10 31
16 11 0
16 12 43
16 13 67
16 14 81
16 15 76
16 16 0
16 17 100
16 18 3
16 19 52
16 20 11
16 21 24
16 22 56
16 23 57
16 24 40
16 25 12
16 26 79
16 27 77
16 28 44
16 29 70
17 0 53
17 1 36
17 2 59
17 3 1
17 4 45
17 5 78
17 6 22
17 7 48
17 8 12
17 9 38
17 10 95
17 11 62
17 12 91
17 13 76
17 14 60
17 15 54
17 16 100
17 17 0
17 18 34
17 19 38
17 20 31
17 21 54
17 22 3
17 23 38
17 24 64
17 25 100
17 26 64
17 27 31
17 28 83
17 29 54
18 0 45
18 1 13
18 2 24
18 3 50
18 4 15
18 5 88
18 6 63
18 7 79
18 8 17
18 9 81
18 10 24
18 11 76
18 12 60
18 13 41
18 14 31
18 15 16
18 16 3
18 17 34
18 18 0
18 19 84
18 20 66
18 21 62
18 22 18
18 23 69
18 24 0
18 25 42
18 26 51
18 27 35
18 28 38
18 29 3
19 0 15
19 1 22
19 2 16
19 3 27
19 4 61
19 5 37
19 6 21
19 7 98
19 8 96
19 9 78
19 10 89
19 11 75
19 12 9
19 13 14
19 14 31
19 15 87
19 16 52
19 17 38
19 18 84
19 19 0
19 20 45
19 21 79
19 22 98
19 23 31
19 24 48
19 25 43
19 26 22
19 27 100
19 28 28
19 29 40
20 0 17
20 1 85
20 2 47
20 3 99
20 4 37
20 5 19
20 6 9
20 7 65
20 8 57
20 9 71
20 10 90
20 11 0
20 12 0
20 13 46
20 14 43
20 15 100
20 16 11
20 17 31
20 18 66
20 19 45
20 20 0
20 21 0
20 22 64
20 23 4
20 24 98
20 25 87
20 26 65
20 27 44
20 28 82
20 29 51
21 0 68
21 1 10
21 2 33
21 3 69
21 4 79
21 5 84
21 6 49
21 7 36
21 8 91
21 9 60
21 10 4
21 11 38
21 12 41
21 13 60
21 14 27
21 15 20
21 16 24
21 17 54
21 18 62
21 19 79
21 20 0
21 21 0
21 22 30
21 23 91
21 24 38
21 25 8
21 26 12
21 27 58
21 28 77
21 29 26
22 0 95
22 1 21
22 2 54
22 3 65
22 4 89
22 5 99
22 6 84
22 7 36
22 8 52
22 9 73
22 10 94
22 11 45
22 12 24
22 13 37
22 14 15
22 15 98
22 16 56
22 17 3
22 18 18
22 19 98
22 20 64
22 21 30
22 22 0
22 23 55
22 24 36
22 25 90
22 26 37
22 27 62
22 28 98
22 29 66
23 0 71
23 1 26
23 2 56
23 3 4
23 4 54
23 5 60
23 6 7
23 7 81
23 8 1
23 9 63
23 10 23
23 11 30
23 12 61
23 13 83
23 14 45
23 15 80
23 16 57
23 17 38
23 18 69
23 19 31
23 20 4
23 21 91
23 22 55
23 23 0
23 24 12
23 25 71
23 26 73
23 27 9
23 28 98
23 29 62
24 0 3
24 1 16
24 2 44
24 3 43
24 4 90
24 5 32
24 6 58
24 7 70
24 8 54
24 9 88
24 10 68
24 11 32
24 12 55
24 13 60
24 14 43
24 15 22
24 16 40
24 17 64
24 18 0
24 19 48
24 20 98
24 21 38
24 22 36
24 23 12
24 24 0
24 25 95
24 26 63
24 27 68
24 28 5
24 29 69
25 0 56
25 1 0
25 2 40
25 3 89
25 4 78
25 5 40
25 6 96
25 7 39
25 8 58
25 9 70
25 10 80
25 11 92
25 12 42
25 13 31
25 14 95
25 15 82
25 16 12
25 17 100
25 18 42
25 19 43
25 20 87
25 21 8
25 22 90
25 23 71
25 24 95
25 25 0
25 26 91
25 27 4
25 28 21
25 29 81
26 0 87
26 1 79
26 2 3
26 3 35
26 4 78
26 5 84
26 6 48
26 7 81
26 8 4
26 9 37
26 10 54
26 11 24
26 12 50
26 13 32
26 14 19
26 15 6
26 16 79
26 17 64
26 18 51
26 19 22
26 20 65
26 21 12
26 22 37
26 23 73
26 24 63
26 25 91
26 26 0
26 27 45
26 28 92
26 29 29
27 0 51
27 1 58
27 2 24
27 3 0
27 4 67
27 5 52
27 6 13
27 7 36
27 8 48
27 9 51
27 10 98
27 11 88
27 12 50
27 13 99
27 14 8
27 15 42
27 16 77
27 17 31
27 18 35
27 19 100
27 20 44
27 21 58
27 22 62
27 23 9
27 24 68
27 25 4
27 26 45
27 27 0
27 28 1
27 29 96
28 0 83
28 1 75
28 2 78
28 3 77
28 4 19
28 5 1
28 6 46
28 7 47
28 8 23
28 9 25
28 10 56
28 11 73
28 12 93
28 13 27
28 14 92
28 15 60
28 16 44
28 17 83
28 18 38
28 19 28
28 20 82
28 21 77
28 22 98
28 23 98
28 24 5
28 25 21
28 26 92
28 27 1
28 28 0
28 29 57
29 0 38
29 1 93
29 2 87
29 3 89
29 4 24
29 5 82
29 6 29
29 7 65
29 8 49
29 9 88
29 10 69
29 11 6
29 12 76
29 13 32
29 14 34
29 15 54
29 16 70
29 17 54
29 18 3
29 19 40
29 20 51
29 21 26
29 22 66
29 23 62
29 24 69
29 25 81
29 26 29
29 27 96
29 28 57
29 29 0
;

end;
